,0
2388,consupt
2389,calcul
2390,inadequ
2391,flight
2392,plan
2393,decis
2394,result
2395,fuel
2396,exhaust
2397,subsequ
2398,loss
2399,engin
2400,power
2401,factor
2402,relat
2403,accid
2404,high
2405,obstruct
2406,emerg
2407,land
2408,area
2409,loss
2410,engin
2411,power
2412,undetermin
2413,reason
2414,initi
2415,climb
2416,pilot
2417,failur
2418,maintain
2419,adequ
2420,airspe
2421,attempt
2422,return
2423,runway
2424,maneuv
2425,result
2426,stall
2427,spin
2428,failur
2429,number
2430,two
2431,pilot
2432,n77ti
2433,follow
2434,race
2435,procedur
2436,failur
2437,number
2438,three
2439,pilot
2440,n20c
2441,turn
2442,avoid
2443,number
2444,two
2445,airplan
2446,deceler
2447,number
2448,three
2449,pilot
2450,blind
2451,spot
2452,pilot
2453,inadequ
2454,compens
2455,wind
2456,failur
2457,maintain
2458,direct
2459,control
2460,takeoff
2461,roll
2462,improp
2463,use
2464,fuel
2465,selector
2466,result
2467,fuel
2468,starvat
2469,loss
2470,engin
2471,power
2472,improp
2473,flight
2474,decis
2475,pilot
2476,inadvert
2477,flight
2478,instrument
2479,meteorolog
2480,condit
2481,imc
2482,terrain
2483,weather
2484,condit
2485,consid
2486,factor
2487,disconnect
2488,exhaust
2489,manifold
2490,collector
2491,improp
2492,mainten
2493,airplan
2494,compani
2495,mainten
2496,personnel
2497,pilot
2498,poor
2499,judgement
2500,elect
2501,initi
2502,anoth
2503,flight
2504,observ
2505,smoke
2506,cockpit
2507,pilot
2508,inadequ
2509,recoveri
2510,bounc
2511,land
2512,result
2513,runway
2514,overrun
2515,contribut
2516,accid
2517,pilot
2518,attain
2519,proper
2520,land
2521,point
2522,flight
2523,collis
2524,bird
2525,cruis
2526,flight
2527,partial
2528,loss
2529,engin
2530,power
2531,due
2532,failur
2533,exhaust
2534,valv
2535,spring
2536,seat
2537,reason
2538,could
2539,determin
2540,pilot
2541,failur
2542,maintain
2543,direct
2544,control
2545,aircraft
2546,touch
2547,go
2548,land
2549,result
2550,ground
2551,loop
2552,pilot
2553,command
2554,failur
2555,maintain
2556,adequ
2557,clearanc
2558,power
2559,line
2560,contribut
2561,factor
2562,unmark
2563,power
2564,line
2565,pilot
2566,failur
2567,obtain
2568,maintain
2569,adequ
2570,airspe
2571,initi
2572,climb
2573,takeoff
2574,result
2575,inadvert
2576,stall
2577,collis
2578,terrain
2579,factor
2580,relat
2581,accid
2582,degrad
2583,climb
2584,perform
2585,due
2586,unauthor
2587,modif
2588,airplan
2589,increas
2590,airplan
2591,maximum
2592,fuel
2593,tank
2594,capac
2595,stall
2596,speed
2597,pilot
2598,improp
2599,use
2600,flap
2601,takeoff
2602,result
2603,airplan
2604,failur
2605,attain
2606,adequ
2607,climb
2608,airspe
2609,subsequ
2610,collis
2611,tree
2612,takeoff
2613,pilot
2614,select
2615,land
2616,site
2617,suitabl
2618,support
2619,weight
2620,helicopt
2621,factor
2622,includ
2623,terrain
2624,cover
2625,soft
2626,snow
2627,total
2628,loss
2629,engin
2630,power
2631,undetermin
2632,reason
2633,airplan
2634,entri
2635,uncontrol
2636,descent
2637,undetermin
2638,reason
2639,crash
2640,ocean
2641,total
2642,electr
2643,failur
2644,due
2645,short
2646,master
2647,relay
2648,caus
2649,main
2650,fuse
2651,open
2652,contribut
2653,factor
2654,includ
2655,inadequ
2656,electr
2657,design
2658,airplan
2659,builder
2660,low
2661,output
2662,altern
2663,cement
2664,wall
2665,unsuit
2666,terrain
2667,make
2668,forc
2669,land
2670,aircraft
2671,control
2672,maintain
2673,pilot
2674,command
2675,due
2676,improp
2677,use
2678,flight
2679,control
2680,flare
2681,aircraft
2682,land
2683,counteract
2684,effect
2685,cross
2686,wind
2687,drift
2688,aircraft
2689,flight
2690,encount
2691,unforecast
2692,high
2693,wind
2694,result
2695,hard
2696,land
2697,failur
2698,right
2699,wheel
2700,brake
2701,hydraul
2702,line
2703,land
2704,roll
2705,render
2706,brake
2707,system
2708,inop
2709,piston
2710,failur
2711,unsuit
2712,terrain
2713,success
2714,forc
2715,land
2716,loss
2717,engin
2718,power
2719,undetermin
2720,reason
2721,factor
2722,rough
2723,uneven
2724,terrain
2725,improperli
2726,secur
2727,canopi
2728,latch
2729,result
2730,canopi
2731,separ
2732,liftoff
2733,pilot
2734,subsequ
2735,loss
2736,control
2737,factor
2738,improp
2739,instal
2740,latch
2741,pilot
2742,improp
2743,emerg
2744,land
2745,gear
2746,extens
2747,procedur
2748,result
2749,right
2750,main
2751,land
2752,gear
2753,lock
2754,posit
2755,subsequ
2756,right
2757,main
2758,land
2759,gear
2760,collaps
2761,land
2762,pilot
2763,failur
2764,maintain
2765,clearanc
2766,tree
2767,maneuv
2768,aerial
2769,applic
2770,1
2771,cap
2772,incorrect
2773,hydraul
2774,line
2775,mechan
2776,led
2777,failur
2778,hydraul
2779,system
2780,2
2781,mechan
2782,lack
2783,experi
2784,work
2785,boe
2786,737
2787,hydraul
2788,system
2789,3
2790,mainten
2791,control
2792,failur
2793,ascertain
2794,inform
2795,regard
2796,leak
2797,hydraul
2798,line
2799,instruct
2800,mechan
2801,cap
2802,line
2803,deactiv
2804,right
2805,thrust
2806,revers
2807,contribut
2808,caus
2809,accid
2810,1
2811,asymmetr
2812,direct
2813,control
2814,result
2815,deactiv
2816,right
2817,thrust
2818,revers
2819,2
2820,deplet
2821,left
2822,right
2823,inboard
2824,brake
2825,accumul
2826,pressur
2827,flight
2828,crew
2829,use
2830,rudder
2831,pedal
2832,left
2833,thrust
2834,revers
2835,control
2836,direct
2837,airplan
2838,runway
2839,3
2840,failur
2841,right
2842,outboard
2843,brake
2844,airplan
2845,slow
2846,without
2847,use
2848,left
2849,right
2850,inboard
2851,brake
2852,travel
2853,higher
2854,normal
2855,speed
2856,heavi
2857,gross
2858,weight
2859,4
2860,failur
2861,right
2862,outboard
2863,brake
2864,right
2865,outboard
2866,piston
2867,overtravel
2868,unport
2869,ring
2870,allow
2871,system
2872,b
2873,hydraul
2874,fluid
2875,deplet
2876,left
2877,outboard
2878,brake
2879,fail
2880,5
2881,mechan
2882,improp
2883,use
2884,illustr
2885,part
2886,catalog
2887,mainten
2888,troubleshoot
2889,mainten
2890,control
2891,failur
2892,use
2893,appropri
2894,document
2895,mainten
2896,troubleshoot
2897,pilot
2898,inadequ
2899,compens
2900,wind
2901,condit
2902,inadvert
2903,loss
2904,tail
2905,rotor
2906,effect
2907,maneuv
2908,factor
2909,contribut
2910,accid
2911,wind
2912,gust
2913,pilot
2914,improp
2915,pitch
2916,control
2917,go
2918,around
2919,result
2920,aerodynam
2921,stall
2922,failur
2923,right
2924,main
2925,land
2926,gear
2927,linkag
2928,land
2929,roll
2930,result
2931,loss
2932,direct
2933,control
2934,collaps
2935,right
2936,main
2937,land
2938,gear
2939,factor
2940,associ
2941,accid
2942,failur
2943,compani
2944,mainten
2945,personnel
2946,compli
2947,mainten
2948,servic
2949,letter
2950,issu
2951,airplan
2952,manufactur
2953,power
2954,loss
2955,undetermin
2956,origin
2957,oper
2958,unsuit
2959,terrain
2960,pilot
2961,failur
2962,maintain
2963,airspe
2964,suffici
2965,flight
2966,result
2967,inadvert
2968,stall
2969,spin
2970,takeoff
2971,blockag
2972,fuel
2973,vent
2974,system
2975,due
2976,mud
2977,wasp
2978,nest
2979,inadequ
2980,mainten
2981,relat
2982,factor
2983,pilot
2984,improperli
2985,lean
2986,fuel
2987,mixtur
2988,left
2989,engin
2990,delay
2991,abort
2992,takeoff
2993,contribut
2994,factor
2995,high
2996,densiti
2997,altitud
2998,condit
2999,inadvert
3000,entangl
3001,crewmemeb
3002,helmet
3003,commun
3004,cord
3005,structur
3006,helicopt
3007,helicopt
3008,ascent
3009,result
3010,crewmemb
3011,elev
3012,ground
3013,level
3014,helmet
3015,cord
3016,separ
3017,result
3018,crewmemb
3019,fall
3020,appl
3021,tree
3022,factor
3023,pilot
3024,diminish
3025,visual
3026,lookout
3027,pilot
3028,action
3029,maneuv
3030,airplan
3031,avoid
3032,collis
3033,flock
3034,bird
3035,final
3036,approach
3037,result
3038,hard
3039,land
3040,contribut
3041,accid
3042,bird
3043,student
3044,pilot
3045,select
3046,unsuit
3047,terrain
3048,airport
3049,land
3050,result
3051,airplan
3052,nose
3053,pilot
3054,failur
3055,maintain
3056,direct
3057,control
3058,airplan
3059,taxi
3060,pilot
3061,failur
3062,maintain
3063,clearanc
3064,terrain
3065,contribut
3066,accid
3067,high
3068,rise
3069,terrain
3070,fatigu
3071,loss
3072,engin
3073,power
3074,undetermin
3075,reason
3076,contribut
3077,factor
3078,lack
3079,suitabl
3080,terrain
3081,forc
3082,land
3083,inadvert
3084,stall
3085,mani
3086,parachutist
3087,hung
3088,outsid
3089,aircraft
3090,fractur
3091,tow
3092,bar
3093,inadequ
3094,weld
3095,tow
3096,bar
3097,unknown
3098,person
3099,pilot
3100,continu
3101,flight
3102,advers
3103,weather
3104,condit
3105,inadequ
3106,flight
3107,plan
3108,decis
3109,factor
3110,accid
3111,weather
3112,condit
3113,consist
3114,mountain
3115,wave
3116,downdraft
3117,errat
3118,oper
3119,pitot
3120,static
3121,system
3122,associ
3123,flight
3124,instrument
3125,due
3126,water
3127,contamin
3128,pilot
3129,failur
3130,appropri
3131,correct
3132,action
3133,pilot
3134,decis
3135,perform
3136,aerobat
3137,airplan
3138,prohibit
3139,aerobat
3140,state
3141,oper
3142,limit
3143,document
3144,result
3145,failur
3146,right
3147,wing
3148,spar
3149,loss
3150,engin
3151,power
3152,due
3153,oil
3154,exhaust
3155,result
3156,fail
3157,oil
3158,scraper
3159,ring
3160,factor
3161,unsuit
3162,terrain
3163,forc
3164,land
3165,pilot
3166,failur
3167,maintain
3168,direct
3169,control
3170,airplan
3171,land
3172,roll
3173,unlock
3174,land
3175,gear
3176,mechan
3177,land
3178,roll
3179,factor
3180,associ
3181,accid
3182,electr
3183,system
3184,failur
3185,ground
3186,collis
3187,anim
3188,land
3189,roll
3190,factor
3191,accid
3192,dark
3193,night
3194,condit
3195,pilot
3196,failur
3197,ensur
3198,wing
3199,maintain
3200,later
3201,level
3202,attitud
3203,initi
3204,land
3205,rollout
3206,factor
3207,accid
3208,rough
3209,uneven
3210,natur
3211,terrain
3212,chosen
3213,land
3214,pilot
3215,failur
3216,maintain
3217,clearanc
3218,terrain
3219,fli
3220,area
3221,known
3222,advers
3223,weather
3224,factor
3225,includ
3226,low
3227,ceil
3228,fog
3229,snow
3230,shower
3231,drizzl
3232,tree
3233,along
3234,intend
3235,rout
3236,loss
3237,engin
3238,power
3239,due
3240,pilot
3241,improp
3242,inflight
3243,plan
3244,relianc
3245,fuel
3246,gaug
3247,read
3248,result
3249,fuel
3250,exhaust
3251,improp
3252,fuel
3253,system
3254,instal
3255,home
3256,builder
3257,continu
3258,oper
3259,aircraft
3260,known
3261,defici
3262,result
3263,fuel
3264,starvat
3265,inadequ
3266,flight
3267,plan
3268,decis
3269,pilot
3270,contribut
3271,factor
3272,includ
3273,inadvert
3274,activ
3275,deflat
3276,line
3277,pilot
3278,retain
3279,wall
3280,pilot
3281,improp
3282,fuel
3283,manag
3284,led
3285,fuel
3286,starvat
3287,loss
3288,engin
3289,power
3290,contribut
3291,accid
3292,drainag
3293,ditch
3294,pilot
3295,failur
3296,maintain
3297,ground
3298,clearanc
3299,maneuv
3300,forc
3301,land
3302,follow
3303,loss
3304,engin
3305,power
3306,failur
3307,sprag
3308,clutch
3309,takeoff
3310,result
3311,loss
3312,engin
3313,thrust
3314,inflight
3315,collis
3316,terrain
3317,uncontrol
3318,descent
3319,pilot
3320,parachut
3321,airplan
3322,contribut
3323,accid
3324,fuel
3325,exhaust
3326,pilot
3327,disregard
3328,emerg
3329,procedur
3330,pilot
3331,improp
3332,flare
3333,land
3334,result
3335,hard
3336,land
3337,engin
3338,failur
3339,due
3340,bind
3341,mixtur
3342,control
3343,shaft
3344,bind
3345,mixtur
3346,control
3347,shaft
3348,result
3349,inadequ
3350,mainten
3351,allow
3352,accumul
3353,moistur
3354,water
3355,carburetor
3356,remain
3357,extend
3358,period
3359,time
3360,caus
3361,rust
3362,corros
3363,factor
3364,accid
3365,unsuit
3366,natur
3367,terrain
3368,forc
3369,land
3370,attempt
3371,pilot
3372,failur
3373,maintain
3374,direct
3375,control
3376,land
3377,pilot
3378,failur
3379,keep
3380,aircraft
3381,step
3382,allow
3383,becom
3384,airborn
3385,pilot
3386,subsequ
3387,lost
3388,depth
3389,percept
3390,failur
3391,maintain
3392,proper
3393,rate
3394,descent
3395,result
3396,hard
3397,land
3398,collaps
3399,float
3400,land
3401,gear
3402,factor
3403,relat
3404,accid
3405,glassi
3406,water
3407,condit
3408,land
3409,surfac
3410,pilot
3411,failur
3412,maintain
3413,clearanc
3414,tree
3415,transmiss
3416,wire
3417,perform
3418,low
3419,altitud
3420,maneuv
3421,causal
3422,pilot
3423,impair
3424,judgment
3425,perform
3426,due
3427,alcohol
3428,ingest
3429,student
3430,pilot
3431,fail
3432,maintain
3433,adequ
3434,airspe
3435,encount
3436,stall
3437,factor
3438,involv
3439,rais
3440,flap
3441,perform
3442,direct
3443,control
3444,maintain
3445,recoveri
3446,bounc
3447,land
3448,improp
3449,mainten
3450,personnel
3451,improperli
3452,adjust
3453,left
3454,magneto
3455,result
3456,complet
3457,eros
3458,electrod
3459,six
3460,twelv
3461,instal
3462,spark
3463,plug
3464,instal
3465,spark
3466,plug
3467,colder
3468,heat
3469,rang
3470,specifi
3471,manufactur
3472,rise
3473,terrain
3474,ahead
3475,aircraft
3476,forc
3477,land
3478,factor
3479,accid
3480,loss
3481,engin
3482,power
3483,unknown
3484,reason
3485,pilot
3486,failur
3487,maintain
3488,adequ
3489,airspe
3490,turn
3491,back
3492,toward
3493,airport
3494,result
3495,inadvert
3496,stall
3497,spin
3498,failur
3499,pilot
3500,command
3501,maintain
3502,airspe
3503,takeoff
3504,contribut
3505,factor
3506,upslop
3507,gradient
3508,runway
3509,failur
3510,pilot
3511,ensur
3512,sling
3513,cabl
3514,free
3515,skid
3516,lift
3517,hover
3518,allow
3519,cabl
3520,becom
3521,wrap
3522,entangl
3523,around
3524,skid
3525,loss
3526,engin
3527,power
3528,due
3529,manufactur
3530,improperli
3531,machin
3532,thread
3533,prevent
3534,cylind
3535,base
3536,head
3537,halv
3538,properli
3539,assembl
3540,lead
3541,fatigu
3542,propag
3543,ultim
3544,separ
3545,cylind
3546,contribut
3547,factor
3548,rough
3549,terrain
3550,pilot
3551,inadequ
3552,preflight
3553,plan
3554,fuel
3555,requir
3556,flight
3557,result
3558,fuel
3559,exhaust
3560,subsequ
3561,loss
3562,engin
3563,power
3564,pilot
3565,improp
3566,land
3567,flare
3568,touchdown
3569,result
3570,hard
3571,land
3572,damag
3573,airplan
3574,loss
3575,engin
3576,power
3577,due
3578,foreign
3579,object
3580,ingest
3581,compressor
3582,contribut
3583,factor
3584,lack
3585,suitabl
3586,terrain
3587,swampi
3588,forc
3589,land
3590,failur
3591,pilot
3592,maintain
3593,adequ
3594,visual
3595,lookout
3596,low
3597,angl
3598,sun
3599,relat
3600,factor
3601,student
3602,pilot
3603,failur
3604,obtain
3605,maintain
3606,adequ
3607,altitud
3608,go
3609,around
3610,factor
3611,contribut
3612,accid
3613,encount
3614,windshear
3615,student
3616,pilot
3617,prematur
3618,rais
3619,flap
3620,instructor
3621,pilot
3622,inadequ
3623,supervis
3624,berm
3625,failur
3626,glider
3627,tow
3628,attach
3629,factor
3630,relat
3631,accid
3632,improp
3633,emerg
3634,procedur
3635,student
3636,flight
3637,instructor
3638,delay
3639,remedi
3640,action
3641,loss
3642,engin
3643,power
3644,undetermin
3645,reason
3646,factor
3647,accid
3648,inadvert
3649,lift
3650,occur
3651,high
3652,speed
3653,taxi
3654,check
3655,loss
3656,engin
3657,power
3658,undetermin
3659,reason
3660,high
3661,weed
3662,veget
3663,leve
3664,dirt
3665,bank
3666,consid
3667,relat
3668,factor
3669,pilot
3670,inadequ
3671,preflight
3672,plan
3673,prepar
3674,result
3675,unlock
3676,engin
3677,primer
3678,subsequ
3679,loss
3680,engin
3681,power
3682,instructor
3683,inadequ
3684,remedi
3685,action
3686,follow
3687,student
3688,pilot
3689,loss
3690,control
3691,crosswind
3692,land
3693,instructor
3694,failur
3695,compens
3696,wind
3697,condit
3698,contribut
3699,factor
3700,crosswind
3701,gust
3702,wind
3703,condit
3704,ditch
3705,pilot
3706,inadequ
3707,preflight
3708,plan
3709,prepar
3710,failur
3711,assur
3712,remov
3713,ice
3714,frost
3715,wing
3716,excess
3717,gross
3718,weight
3719,uneven
3720,terrain
3721,consid
3722,contribut
3723,factor
3724,proper
3725,touchdown
3726,point
3727,attain
3728,pilot
3729,factor
3730,relat
3731,accid
3732,tailwind
3733,improp
3734,approach
3735,procedur
3736,use
3737,pilot
3738,inadequ
3739,background
3740,check
3741,pilot
3742,hire
3743,compani
3744,mgmt
3745,inadequ
3746,train
3747,check
3748,pilot
3749,compani
3750,mgmt
3751,total
3752,failur
3753,engin
3754,driven
3755,fuel
3756,pump
3757,takeoff
3758,initi
3759,climb
3760,factor
3761,unsuit
3762,terrain
3763,pilot
3764,command
3765,failur
3766,maintain
3767,safe
3768,airspe
3769,inadvert
3770,stall
3771,contribut
3772,accid
3773,pilot
3774,misjudg
3775,fuel
3776,suppli
3777,pilot
3778,improp
3779,use
3780,carburetor
3781,heat
3782,weather
3783,condit
3784,conduc
3785,format
3786,carburetor
3787,ice
3788,water
3789,ice
3790,fuel
3791,system
3792,result
3793,fuel
3794,starvat
3795,loss
3796,engin
3797,power
3798,factor
3799,relat
3800,accid
3801,freez
3802,temperatur
3803,inadequ
3804,pre
3805,flight
3806,prepar
3807,pilot
3808,failur
3809,main
3810,cabin
3811,adequ
3812,secur
3813,flight
3814,unknown
3815,reas0n
3816,loss
3817,engin
3818,power
3819,undetermin
3820,reason
3821,factor
3822,lack
3823,suitabl
3824,terrain
3825,emerg
3826,land
3827,loss
3828,control
3829,undetermin
3830,reason
3831,pilot
3832,failur
3833,maintain
3834,clearanc
3835,terrain
3836,maneuv
3837,low
3838,altitud
3839,contribut
3840,accid
3841,rise
3842,terrain
3843,failur
3844,privat
3845,pilot
3846,dual
3847,student
3848,assur
3849,fuel
3850,selector
3851,posit
3852,proper
3853,tank
3854,result
3855,fuel
3856,starvat
3857,inadequ
3858,supervis
3859,instructor
3860,pilot
3861,cfi
3862,tree
3863,relat
3864,factor
3865,loss
3866,engin
3867,power
3868,undetermin
3869,reason
3870,factor
3871,relat
3872,accid
3873,power
3874,line
3875,pole
3876,report
3877,modifi
3878,august
3879,18
3880,2015
3881,pleas
3882,see
3883,docket
3884,accid
3885,view
3886,origin
3887,report
3888,oper
3889,improp
3890,instal
3891,supplement
3892,electr
3893,power
3894,suppli
3895,caus
3896,short
3897,circuit
3898,due
3899,inadequ
3900,vibrat
3901,abras
3902,protect
3903,result
3904,chafe
3905,wire
3906,contact
3907,anoth
3908,short
3909,circuit
3910,caus
3911,onboard
3912,fire
3913,contribut
3914,accid
3915,instal
3916,supplement
3917,electr
3918,power
3919,suppli
3920,system
3921,without
